row_id,probe,condition,video_id,question_id,category_key,category_label,model_key,model_name,a_prior,a_visual,chosen_answer_type,is_correct,supports_logprob,logprob_prior,logprob_visual
2900,I-A,text_only,txt_v_049,txt_q_099,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
2901,I-A,text_only,txt_v_000,txt_q_100,glass_breaking,Glass breaking,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
2902,I-A,text_only,txt_v_001,txt_q_101,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
2903,I-A,text_only,txt_v_002,txt_q_102,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
2904,I-A,text_only,txt_v_003,txt_q_103,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
2905,I-A,text_only,txt_v_004,txt_q_104,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
2906,I-A,text_only,txt_v_005,txt_q_105,glass_breaking,Glass breaking,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
2907,I-A,text_only,txt_v_006,txt_q_106,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
2908,I-A,text_only,txt_v_007,txt_q_107,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
2909,I-A,text_only,txt_v_008,txt_q_108,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
2910,I-A,text_only,txt_v_009,txt_q_109,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
2911,I-A,text_only,txt_v_010,txt_q_110,glass_breaking,Glass breaking,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
2912,I-A,text_only,txt_v_011,txt_q_111,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
2913,I-A,text_only,txt_v_012,txt_q_112,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
2914,I-A,text_only,txt_v_013,txt_q_113,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
2915,I-A,text_only,txt_v_014,txt_q_114,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
2916,I-A,text_only,txt_v_015,txt_q_115,glass_breaking,Glass breaking,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
2917,I-A,text_only,txt_v_016,txt_q_116,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
2918,I-A,text_only,txt_v_017,txt_q_117,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
2919,I-A,text_only,txt_v_018,txt_q_118,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
2920,I-A,text_only,txt_v_019,txt_q_119,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
2921,I-A,text_only,txt_v_020,txt_q_120,glass_breaking,Glass breaking,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
2922,I-A,text_only,txt_v_021,txt_q_121,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
2923,I-A,text_only,txt_v_022,txt_q_122,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
2924,I-A,text_only,txt_v_023,txt_q_123,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
2925,I-A,text_only,txt_v_024,txt_q_124,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
2926,I-A,text_only,txt_v_025,txt_q_125,glass_breaking,Glass breaking,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
2927,I-A,text_only,txt_v_026,txt_q_126,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
2928,I-A,text_only,txt_v_027,txt_q_127,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
2929,I-A,text_only,txt_v_028,txt_q_128,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
2930,I-A,text_only,txt_v_029,txt_q_129,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
2931,I-A,text_only,txt_v_030,txt_q_130,glass_breaking,Glass breaking,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
2932,I-A,text_only,txt_v_031,txt_q_131,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
2933,I-A,text_only,txt_v_032,txt_q_132,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
2934,I-A,text_only,txt_v_033,txt_q_133,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
2935,I-A,text_only,txt_v_034,txt_q_134,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
2936,I-A,text_only,txt_v_035,txt_q_135,glass_breaking,Glass breaking,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
2937,I-A,text_only,txt_v_036,txt_q_136,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
2938,I-A,text_only,txt_v_037,txt_q_137,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
2939,I-A,text_only,txt_v_038,txt_q_138,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
2940,I-A,text_only,txt_v_039,txt_q_139,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
2941,I-A,text_only,txt_v_040,txt_q_140,glass_breaking,Glass breaking,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
2942,I-A,text_only,txt_v_041,txt_q_141,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
2943,I-A,text_only,txt_v_042,txt_q_142,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
2944,I-A,text_only,txt_v_043,txt_q_143,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
2945,I-A,text_only,txt_v_044,txt_q_144,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
2946,I-A,text_only,txt_v_045,txt_q_145,glass_breaking,Glass breaking,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
2947,I-A,text_only,txt_v_046,txt_q_146,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
2948,I-A,text_only,txt_v_047,txt_q_147,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
2949,I-A,text_only,txt_v_048,txt_q_148,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
2950,I-A,text_only,txt_v_049,txt_q_149,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
2951,I-A,text_only,txt_v_000,txt_q_150,glass_breaking,Glass breaking,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
2952,I-A,text_only,txt_v_001,txt_q_151,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
2953,I-A,text_only,txt_v_002,txt_q_152,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
2954,I-A,text_only,txt_v_003,txt_q_153,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
2955,I-A,text_only,txt_v_004,txt_q_154,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
2956,I-A,text_only,txt_v_005,txt_q_155,glass_breaking,Glass breaking,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
2957,I-A,text_only,txt_v_006,txt_q_156,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
2958,I-A,text_only,txt_v_007,txt_q_157,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
2959,I-A,text_only,txt_v_008,txt_q_158,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
2960,I-A,text_only,txt_v_009,txt_q_159,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
2961,I-A,text_only,txt_v_010,txt_q_160,glass_breaking,Glass breaking,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
2962,I-A,text_only,txt_v_011,txt_q_161,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
2963,I-A,text_only,txt_v_012,txt_q_162,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
2964,I-A,text_only,txt_v_013,txt_q_163,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
2965,I-A,text_only,txt_v_014,txt_q_164,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
2966,I-A,text_only,txt_v_015,txt_q_165,glass_breaking,Glass breaking,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
2967,I-A,text_only,txt_v_016,txt_q_166,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
2968,I-A,text_only,txt_v_017,txt_q_167,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5800000000000001,-1.98
2969,I-A,text_only,txt_v_018,txt_q_168,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5700000000000001,-1.97
2970,I-A,text_only,txt_v_019,txt_q_169,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.56,-1.96
2971,I-A,text_only,txt_v_020,txt_q_170,glass_breaking,Glass breaking,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.55,-1.95
2972,I-A,text_only,txt_v_021,txt_q_171,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.54,-1.94
2973,I-A,text_only,txt_v_022,txt_q_172,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.53,-1.93
2974,I-A,text_only,txt_v_023,txt_q_173,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.52,-1.92
2975,I-A,text_only,txt_v_024,txt_q_174,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.51,-1.91
2976,I-A,text_only,txt_v_025,txt_q_175,glass_breaking,Glass breaking,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5,-1.9
2977,I-A,text_only,txt_v_026,txt_q_176,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.6000000000000001,-2.0
2978,I-A,text_only,txt_v_027,txt_q_177,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,,yes,-0.5900000000000001,-1.99
2979,I-A,text_only,txt_v_028,txt_q_178,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.6799999999999997,-1.98
2980,I-A,text_only,txt_v_029,txt_q_179,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.67,-1.97
2981,I-A,text_only,txt_v_030,txt_q_180,glass_breaking,Glass breaking,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.66,-1.96
2982,I-A,text_only,txt_v_031,txt_q_181,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.65,-1.95
2983,I-A,text_only,txt_v_032,txt_q_182,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.6399999999999997,-1.94
2984,I-A,text_only,txt_v_033,txt_q_183,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.63,-1.93
2985,I-A,text_only,txt_v_034,txt_q_184,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.62,-1.92
2986,I-A,text_only,txt_v_035,txt_q_185,glass_breaking,Glass breaking,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.61,-1.91
2987,I-A,text_only,txt_v_036,txt_q_186,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.5999999999999996,-1.9
2988,I-A,text_only,txt_v_037,txt_q_187,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.7,-2.0
2989,I-A,text_only,txt_v_038,txt_q_188,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.69,-1.99
2990,I-A,text_only,txt_v_039,txt_q_189,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.6799999999999997,-1.98
2991,I-A,text_only,txt_v_040,txt_q_190,glass_breaking,Glass breaking,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.67,-1.97
2992,I-A,text_only,txt_v_041,txt_q_191,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.66,-1.96
2993,I-A,text_only,txt_v_042,txt_q_192,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.65,-1.95
2994,I-A,text_only,txt_v_043,txt_q_193,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.6399999999999997,-1.94
2995,I-A,text_only,txt_v_044,txt_q_194,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.63,-1.93
2996,I-A,text_only,txt_v_045,txt_q_195,glass_breaking,Glass breaking,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.62,-1.92
2997,I-A,text_only,txt_v_046,txt_q_196,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.61,-1.91
2998,I-A,text_only,txt_v_047,txt_q_197,fire_burning,Fire / burning,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.5999999999999996,-1.9
2999,I-A,text_only,txt_v_048,txt_q_198,falling_objects,Falling objects,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.7,-2.0
3000,I-A,text_only,txt_v_049,txt_q_199,water_splashing,Water splashing,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,,yes,-2.69,-1.99
3001,I-A,original,orig_v_000,orig_q_000,glass_breaking,Glass breaking,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3002,I-A,original,orig_v_001,orig_q_001,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3003,I-A,original,orig_v_002,orig_q_002,fire_burning,Fire / burning,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3004,I-A,original,orig_v_003,orig_q_003,falling_objects,Falling objects,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3005,I-A,original,orig_v_004,orig_q_004,water_splashing,Water splashing,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3006,I-A,original,orig_v_005,orig_q_005,glass_breaking,Glass breaking,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3007,I-A,original,orig_v_006,orig_q_006,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3008,I-A,original,orig_v_007,orig_q_007,fire_burning,Fire / burning,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3009,I-A,original,orig_v_008,orig_q_008,falling_objects,Falling objects,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3010,I-A,original,orig_v_009,orig_q_009,water_splashing,Water splashing,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3011,I-A,original,orig_v_010,orig_q_010,glass_breaking,Glass breaking,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3012,I-A,original,orig_v_011,orig_q_011,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3013,I-A,original,orig_v_012,orig_q_012,fire_burning,Fire / burning,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3014,I-A,original,orig_v_013,orig_q_013,falling_objects,Falling objects,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3015,I-A,original,orig_v_014,orig_q_014,water_splashing,Water splashing,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3016,I-A,original,orig_v_015,orig_q_015,glass_breaking,Glass breaking,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3017,I-A,original,orig_v_016,orig_q_016,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3018,I-A,original,orig_v_017,orig_q_017,fire_burning,Fire / burning,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3019,I-A,original,orig_v_018,orig_q_018,falling_objects,Falling objects,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3020,I-A,original,orig_v_019,orig_q_019,water_splashing,Water splashing,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3021,I-A,original,orig_v_020,orig_q_020,glass_breaking,Glass breaking,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3022,I-A,original,orig_v_021,orig_q_021,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3023,I-A,original,orig_v_022,orig_q_022,fire_burning,Fire / burning,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3024,I-A,original,orig_v_023,orig_q_023,falling_objects,Falling objects,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3025,I-A,original,orig_v_024,orig_q_024,water_splashing,Water splashing,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3026,I-A,original,orig_v_025,orig_q_025,glass_breaking,Glass breaking,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3027,I-A,original,orig_v_026,orig_q_026,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3028,I-A,original,orig_v_027,orig_q_027,fire_burning,Fire / burning,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3029,I-A,original,orig_v_028,orig_q_028,falling_objects,Falling objects,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3030,I-A,original,orig_v_029,orig_q_029,water_splashing,Water splashing,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3031,I-A,original,orig_v_030,orig_q_030,glass_breaking,Glass breaking,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3032,I-A,original,orig_v_031,orig_q_031,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3033,I-A,original,orig_v_032,orig_q_032,fire_burning,Fire / burning,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3034,I-A,original,orig_v_033,orig_q_033,falling_objects,Falling objects,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3035,I-A,original,orig_v_034,orig_q_034,water_splashing,Water splashing,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3036,I-A,original,orig_v_035,orig_q_035,glass_breaking,Glass breaking,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3037,I-A,original,orig_v_036,orig_q_036,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3038,I-A,original,orig_v_037,orig_q_037,fire_burning,Fire / burning,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3039,I-A,original,orig_v_038,orig_q_038,falling_objects,Falling objects,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3040,I-A,original,orig_v_039,orig_q_039,water_splashing,Water splashing,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3041,I-A,original,orig_v_040,orig_q_040,glass_breaking,Glass breaking,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3042,I-A,original,orig_v_041,orig_q_041,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3043,I-A,original,orig_v_042,orig_q_042,fire_burning,Fire / burning,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3044,I-A,original,orig_v_043,orig_q_043,falling_objects,Falling objects,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3045,I-A,original,orig_v_044,orig_q_044,water_splashing,Water splashing,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3046,I-A,original,orig_v_045,orig_q_045,glass_breaking,Glass breaking,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3047,I-A,original,orig_v_046,orig_q_046,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3048,I-A,original,orig_v_047,orig_q_047,fire_burning,Fire / burning,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3049,I-A,original,orig_v_048,orig_q_048,falling_objects,Falling objects,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3050,I-A,original,orig_v_049,orig_q_049,water_splashing,Water splashing,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3051,I-A,original,orig_v_000,orig_q_050,glass_breaking,Glass breaking,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3052,I-A,original,orig_v_001,orig_q_051,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3053,I-A,original,orig_v_002,orig_q_052,fire_burning,Fire / burning,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3054,I-A,original,orig_v_003,orig_q_053,falling_objects,Falling objects,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
3055,I-A,original,orig_v_004,orig_q_054,water_splashing,Water splashing,gpt_4o,GPT-4o,prior-consistent event,visually grounded event,prior,1,no,,
